Protein IDs	Protein Names	Gene Names	Protein Descriptions	Uniprot IDs	RefSeq protein IDs	Refseq mRNA ID	ENSEMBL ID	MGI ID	Protein length [amino acids]	Protein molecular weight [kDa]	Protein copy number experiment [molecules/cell]	Protein copy number replicate [molecules/cell]	Protein copy number average [molecules/cell]	mRNA copy number experiment [molecules/cell]	mRNA copy number replicate [molecules/cell]	mRNA copy number average [molecules/cell]	Protein half-life experiment [h]	Protein half-life replicate [h]	Protein half-life average [h]	mRNA half-life experiment [h]	mRNA half-life replicate [h]	mRNA half-life average [h]	transcription rate (vsr) experiment [molecules/(cell*h)]	transcription rate (vsr) replicate [molecules/(cell*h)]	transcription rate (vsr) average [molecules/(cell*h)]	translation rate constant (ksp) experiment [molecules/(mRNA*h)]	translation rate constant (ksp) replicate [molecules/(mRNA*h)]	translation rate constant (ksp) average [molecules/(mRNA*h)]
IPI00654216.2;IPI00911135.1;IPI00117929.1;IPI00277552.2;IPI00890838.1	Putative uncharacterized protein;Oxidation resistance protein 1;Protein C7	Oxr1;C7;Gm1238	oxidation resistance 1 isoform D;oxidation resistance 1 isoform E;Isoform 2 of Oxidation resistance protein 1;Isoform 1 of Oxidation resistance protein 1	Q8C715;Q4KMM3-2;Q4KMM3;Q4KMM3-1	NP_001123637;NP_001123638;NP_570955;NP_001123635	NM_001130165	ENSMUST00000090095;ENSMUST00000110297;ENSMUST00000022918;ENSMUST00000090096	MGI:2179326;MGI:2179326;MGI:2179326	832	91.74	11161.64	10645.71	10900.62	20.45	22.45	21.43	20.79	19.19	19.97	8.03	15.05	11	2.21	1.48	1.8	31.67	27.39	29.46
IPI00229523.9	Phosphatidylinositol transfer protein beta isoform	Pitpnb	Phosphatidylinositol transfer protein beta isoform	P53811	NP_062614	NM_019640	ENSMUST00000058552;ENSMUST00000086635	MGI:1927542	271	31.49	11150.78	1163.35	3601.7	51.04	34.89	42.2	37.21	72.75	52.03	10.36	13.51	11.84	4.54	2.47	3.35	9.51	1.05	3.15
IPI00113117.1	Protein CYR61;Cysteine-rich angiogenic inducer 61;Insulin-like growth factor-binding protein 10;3CH61	Cyr61;Ccn1;Igfbp10	Protein CYR61	P18406;Q3TX21	NP_034646	NM_010516	ENSMUST00000029846	MGI:88613	379	41.71	11135.28	3261.43	6026.35	204.19	320.16	255.68	0.55	1.14	0.8	3.67	2.68	3.13	42.7	88.27	61.39	69.4	6.35	20.99
IPI00331175.5;IPI00856645.1;IPI00405611.1	Solute carrier family 12 member 7;Electroneutral potassium-chloride cotransporter 4;K-Cl cotransporter 4	Slc12a7;Kcc4	Isoform 1 of Solute carrier family 12 member 7;Isoform 2 of Solute carrier family 12 member 7	Q9WVL3-1;Q9WVL3;B9EIV8;Q9WVL3-2	NP_035520	NM_011390	ENSMUST00000017900	MGI:1342283;MGI:1342283	1083	119.48	11122.66	5319.76	7692.19	13.71	14.88	14.28	42.3	40.78	41.54	9.95	11.86	10.87	1.26	1.16	1.21	33.51	13.84	21.54
IPI00470004.3	Endonuclease domain-containing 1 protein	Endod1;Kiaa0830	Endonuclease domain-containing 1 protein	Q8C522;Q3UQH3;Q69ZY2;Q9CV07	NP_082289	NM_028013	ENSMUST00000041780	MGI:1919196	501	55.26	11098.45	16248.02	13428.62	4.3	11.59	7.06	157.16	31.56	70.43	12.24	7.73	9.72	0.34	1.26	0.65	76.07	60.98	68.11
IPI00116442.1;IPI00875101.1;IPI00885518.1	Hepatoma-derived growth factor-related protein 2	Hdgfrp2	Isoform 3 of Hepatoma-derived growth factor-related protein 2;Isoform 1 of Hepatoma-derived growth factor-related protein 2;Isoform 2 of Hepatoma-derived growth factor-related protein 2	Q3UMU9-3;Q3UMU9;Q3UMU9-1;Q3UMU9-2	NP_032259	NM_008233	ENSMUST00000002911	MGI:1194492;MGI:1194492;MGI:1194492	678	75.25	11093.9	13091.46	12051.36	23.47	25.4	24.42	104.24	142.6	121.92	6.59	16.08	10.29	2.97	1.6	2.18	14.9	13.78	14.33
IPI00420480.5;IPI00620823.2;IPI00885436.1;IPI00881875.1;IPI00762713.1;IPI00330269.3;IPI00650037.2	Cyclin G-associated kinase	Gak	Isoform 1 of Cyclin-G-associated kinase;Isoform 2 of Cyclin-G-associated kinase	Q99KY4-1;Q99KY4;Q3UDE5;Q3UIZ0;Q99KY4-2	NP_705797	NM_153569	ENSMUST00000046603;ENSMUST00000112579	MGI:2442153;MGI:2442153	1305	143.64	11091.38	8538.77	9731.74	26.54	26.49	26.51	40.97	42.69	41.82	11.52	14.24	12.81	2.19	1.81	1.99	17.5	12.25	14.64
IPI00153389.1;IPI00458743.2;IPI00742298.1;IPI00900430.1	"Torsin-2A;Torsin family 2 member A;Torsin family 2, member A"	Tor2a;RP23-17P12.9-002	"Isoform 1 of Torsin-2A;Torsin family 2, member A;Isoform 2 of Torsin-2A"	Q8R1J9-1;Q8R1J9;A2AK88;A2AK87;Q8BT54;Q8R1J9-2	NP_690013	NM_152800	ENSMUST00000009707	MGI:1353596;MGI:1353596;MGI:1353596	321	35.9	11089.41	5543.99	7840.89	8.88	12.61	10.58	60.01	36.45	46.77	8.76	7.62	8.17	0.9	1.38	1.11	45.54	17.84	28.5
IPI00895388.1;IPI00816989.1;IPI00875090.1;IPI00378469.4;IPI00319489.3;IPI00668590.2;	Interferon-activable protein 204;Interferon-inducible protein p204	Ifi204	Isoform 1 of Interferon-activable protein 204;Isoform 2 of Interferon-activable protein 204;72 kDa protein	P15092-1;P15092;P15092-2	NP_032355	NM_008329	ENSMUST00000000264;ENSMUST00000111214	MGI:96429;MGI:96429	640	71.65	11070.06	67162	27266.96	7	11.86	9.11	113.28	NA	113.28	6.1	10.16	7.87	0.94	NA	0.94	48.98	NA	48.98
IPI00454123.4;IPI00762512.1;IPI00626704.2;IPI00474972.1	Regulation of nuclear pre-mRNA domain-containing protein 2	Rprd2;Kiaa0460	Isoform 1 of Regulation of nuclear pre-mRNA domain-containing protein 2;Isoform 2 of Regulation of nuclear pre-mRNA domain-containing protein 2	Q6NXI6-1;Q6NXI6;Q6NXI6-2;Q3UY82	NP_001074762	NM_001081293	ENSMUST00000090791;ENSMUST00000098855	MGI:1922387;MGI:1922387	1469	156.58	11038.16	2411.99	5159.84	5.81	5.32	5.56	25.64	NA	25.64	4.93	3.5	4.16	0.94	NA	0.94	97.87	NA	97.87
IPI00918423.1;IPI00462727.5;IPI00918351.1;IPI00648376.1;IPI00653473.1;IPI00353998.6;	Kinesin family member 1C;Kinesin-like protein KIF1C	Kif1c;DN-199E5.2-001;DN-199E5.2-002;RP23-326P7.10-002	Kinesin family member 1C;Kinesin-like protein KIF1C;Kinesin family member 1C;Kinesin family member 1C	A2CF97;O35071;Q6A011;Q8VI89;A2CF96;Q5SX63	NP_694743	NM_153103	ENSMUST00000094499;ENSMUST00000102554;ENSMUST00000072187	MGI:1098260;MGI:1098260;MGI:1098260;MGI:1098260	1100	122.45	11011.41	4374.21	6940.19	19.03	17.99	18.5	22.23	NA	22.23	22.44	26	24.16	1.03	NA	1.03	32.5	NA	32.5
IPI00395060.1;IPI00896032.1	UPF0600 protein C5orf51 homolog		Isoform 1 of UPF0600 protein C5orf51 homolog	Q8BR90-1;Q8BR90	NP_666042	NM_145930	ENSMUST00000046633	MGI:2146232	294	33.47	11005.43	16900.15	13637.94	5.49	4.04	4.71	112	130.47	120.88	3.51	4.91	4.15	1.19	0.64	0.87	61.9	112.65	83.51
IPI00319933.4;IPI00382008.2;IPI00857746.1;IPI00858140.1;IPI00857626.1;IPI00856930.1;IPI00857868.1;IPI00856678.1	Protein kinase C and casein kinase II substrate protein 3;Protein kinase C and casein kinase substrate in neurons 3	Pacsin3;RP23-42N14.1-014;RP23-42N14.1-008	Protein kinase C and casein kinase II substrate protein 3;Protein kinase C and casein kinase substrate in neurons 3;Protein kinase C and casein kinase substrate in neurons 3	Q99JB8;Q543N7;A6PWR1;B1AW91	NP_083009;NP_112019	NM_028733	ENSMUST00000028694;ENSMUST00000059566;ENSMUST00000111349	MGI:1891410;MGI:1891410	424	48.58	11000.76	7259.06	8936.17	4.96	6.86	5.83	47.78	15.15	26.91	7.91	7	7.44	0.54	0.81	0.66	87.27	70.88	78.65
IPI00317025.3	"Carbonic anhydrase 5B, mitochondrial;Carbonic anhydrase VB;Carbonate dehydratase VB"	Ca5b;Car5b	"Carbonic anhydrase 5B, mitochondrial"	Q9QZA0;A2AHZ1	NP_851832	NM_181315	ENSMUST00000033739	MGI:1926249	317	36.62	10999.51	6386.7	8381.56	7.54	7.86	7.7	7.48	13.61	10.09	12.59	16.7	14.5	0.58	0.48	0.53	170.76	58.96	100.34
IPI00130246.2;IPI00944058.1;IPI00894952.1;IPI00895017.1	Ribosomal RNA processing protein 1 homolog B;RRP1-like protein B	Rrp1b	Ribosomal RNA processing protein 1 homolog B;ribosomal RNA processing 1 homolog B isoform 2	Q91YK2;Q6ZQH4	NP_082520;NP_001157206	NM_028244	ENSMUST00000081339	MGI:1919712	724	80.58	10983.26	1305.47	3786.6	9.49	7.84	8.62	77.49	90.57	83.77	5.52	5.43	5.48	1.39	1.14	1.26	39.04	4.87	13.79
IPI00136284.1;IPI00648669.1	RING finger protein 11;NEDD4 WW domain-binding protein 2;Sid 1669	Rnf11;N4wbp2;Sid1669	RING finger protein 11;16 kDa protein	Q9QYK7	NP_038904	NM_013876	ENSMUST00000030284;ENSMUST00000064167	MGI:1352759	154	17.46	10979.93	8039.95	9395.64	37.06	36.18	36.62	16.05	17.61	16.81	9.53	7.03	8.19	3.51	4.23	3.85	20.1	13.48	16.46
IPI00119809.1;IPI00648096.2	Galectin-3-binding protein;Lectin galactoside-binding soluble 3-binding protein;Cyp-C-associated protein;Protein MAMA	Lgals3bp;Cycap;Mama	Galectin-3-binding protein	Q07797	NP_035280	NM_011150	ENSMUST00000043722	MGI:99554	577	64.49	10968.69	81957.29	29982.73	NA	NA	NA	24.18	118.43	53.51	14.96	27.65	20.34	NA	NA	NA	NA	NA	NA
IPI00128873.2;IPI00830896.1;IPI00453658.1;IPI00830295.1;IPI00830396.1;IPI00830279.1	Nitrilase homolog 1	Nit1	Nitrilase 1;32 kDa protein;Isoform 1 of Nitrilase homolog 1;26 kDa protein;15 kDa protein	Q8VDK1-2;Q8VDK1;Q9R1N4;Q8VDK1-1	NP_036179	NM_012049	ENSMUST00000014141;ENSMUST00000111295	MGI:1350916;MGI:1350916	323	35.7	10961.65	19513.08	14625.17	7.66	8.22	7.94	385.37	NA	385.37	5.57	7.91	6.64	1.11	NA	1.11	NA	NA	NA
IPI00169460.1;IPI00757710.1	UPF0549 protein C20orf43 homolog	2410001C21Rik	UPF0549 protein C20orf43 homolog;18 kDa protein	Q99K95;A1L0V7;A4QMY9;Q3TDK9;Q3TEK4;Q4V9T7	NP_079818	NM_025542	ENSMUST00000029005	MGI:1913654	307	33.93	10862.18	10048.66	10447.51	18.26	23.19	20.58	5.23	5.31	5.27	9.9	13.65	11.62	1.68	1.63	1.66	93.09	65.59	78.14
IPI00119322.1;IPI00742319.1;IPI00460114.1	Checkpoint protein HUS1	Hus1	Isoform 2 of Checkpoint protein HUS1;Isoform 1 of Checkpoint protein HUS1;Isoform 3 of Checkpoint protein HUS1	Q8BQY8-2;Q8BQY8;Q8BQY8-1;Q8BQY8-3	NP_032342	NM_008316	ENSMUST00000020683	MGI:1277962;MGI:1277962;MGI:1277962	281	31.81	10861.31	2145.29	4827.07	4.65	3.83	4.22	14.11	133.74	43.43	4.74	5.01	4.88	0.78	0.6	0.68	171.27	15.01	50.7
IPI00881976.1;IPI00116309.2	60S ribosomal export protein NMD3	Nmd3	Isoform 1 of 60S ribosomal export protein NMD3	Q99L48-1;Q99L48	NP_598548	NM_133787	ENSMUST00000029358	MGI:2140103	503	57.61	10859.9	6063.16	8114.51	32.16	24.97	28.34	12.47	14.54	13.47	4.62	6.53	5.49	5.49	3.11	4.13	26.88	16.71	21.19
IPI00853911.1;IPI00624969.4;IPI00776055.1;IPI00330304.4;IPI00848710.1	Metastasis-associated protein MTA1;Mta1 protein	Mta1	Metastasis-associated protein MTA1;Mta1 protein;metastasis associated 1;similar to MTA1	Q8K4B0;Q2KHS8	NP_473422;XP_001477752	NM_054081	ENSMUST00000009099;ENSMUST00000109727;ENSMUST00000109723	MGI:2150037;MGI:2150037	715	80.8	10854.47	22945.19	15781.57	NA	NA	NA	53.2	73.45	62.51	10.49	9.79	10.13	NA	NA	NA	NA	NA	NA
IPI00225526.2;IPI00785243.1	Glutamine-rich protein 1	Qrich1	Glutamine-rich protein 1	Q3UA37;Q8BMY0;Q8BUN3;Q922W2	NP_001107591;NP_780352	NM_001114119	ENSMUST00000006851	MGI:1916482	777	86.56	10853.4	28789.32	17676.6	23.95	27.24	25.54	12.16	12.83	12.49	5.17	6.08	5.61	3.71	3.6	3.65	36.75	79.32	53.99
IPI00890268.2;IPI00118120.1;IPI00928350.1;IPI00928007.1;IPI00928395.1;IPI00776414.1;IPI00881560.1;IPI00928331.1;IPI00761673.2;IPI00881474.1	"Myosin Va;Myosin-Va;Dilute myosin heavy chain, non-muscle"	Myo5a;RP24-189I2.1-001;Dilute;RP24-189I2.1-003	Myosin Va;Myosin-Va;Myosin Va;212 kDa protein	B8JK03;Q99104;B8JK04	NP_034994	NM_010864	ENSMUST00000036772;ENSMUST00000113484;ENSMUST00000113486	MGI:105976	1855	215.52	10848.76	11668.97	11251.4	11.89	10.88	11.37	83.78	118.22	99.52	21.03	28.92	24.66	0.67	0.48	0.57	30.44	29.79	30.11
IPI00116459.1;IPI00116457.1;IPI00116460.1	Arylamine N-acetyltransferase 2;Arylamide acetylase 2;N-acetyltransferase type 2	Nat2;Aac2	Arylamine N-acetyltransferase 2	P50295;Q78ZC4;Q921E5	NP_001162049;NP_035004	NM_010874	ENSMUST00000093470	MGI:109201	290	33.7	10842.51	33995.93	19198.99	2.11	1.72	1.91	158.32	NA	158.32	2.88	2.58	2.73	0.55	NA	0.55	148.86	NA	148.86
IPI00776268.2;IPI00845709.1;IPI00896569.1;IPI00876380.1	Protein FAM133B;RIKEN cDNA 5830415L20 gene	Fam133b;5830415L20Rik	Isoform 1 of Protein FAM133B;Isoform 2 of Protein FAM133B;hypothetical protein LOC68152	Q9CVI2-1;Q9CVI2;Q9CVI2-2;B2RVR0	NP_001035966	NM_001042501	ENSMUST00000095034	MGI:1915402;MGI:1915402;MGI:1915402	245	27.95	10837.73	5253.99	7545.95	16.5	18.74	17.58	9.81	21.62	14.56	4.33	6.24	5.2	2.98	2.42	2.69	62	14.96	30.46
IPI00226289.1;IPI00652047.1;IPI00653251.1;IPI00475192.1	Oligonucleotide/oligosaccharide-binding fold-containing protein 1;Putative uncharacterized protein	Obfc1	oligonucleotide/oligosaccharide-binding fold containing 1;Putative uncharacterized protein	Q8K2X3;Q3TPH0;Q3UXU8	NP_780569	NM_175360	ENSMUST00000049369;ENSMUST00000099360	MGI:1915581;MGI:1915581	378	43.48	10818.81	28609.27	17593.13	11.66	15.89	13.61	38.45	59.13	47.68	8.82	12.4	10.46	1.17	1.2	1.18	39.79	60.33	48.99
IPI00153501.5;IPI00453929.1;IPI00880402.1;IPI00882264.1;IPI00880539.1	Spartin	Spg20;Kiaa0610	Isoform 1 of Spartin;Isoform 2 of Spartin;63 kDa protein;13 kDa protein	Q8R1X6-1;Q8R1X6;Q3TVW1;Q8R1X6-2	NP_001138459;NP_659144;NP_001138460	NM_001144987	ENSMUST00000044116;ENSMUST00000107971;ENSMUST00000118118	MGI:2139806;MGI:2139806	671	72.65	10810.72	8293.93	9469.07	9.6	7	8.2	26.52	42.41	33.54	4.55	8.36	6.17	1.66	0.71	1.09	56.97	44.99	50.63
IPI00857073.1;IPI00857957.1;IPI00133685.1;IPI00856261.1;IPI00857218.1;IPI00857434.1	Proline-rich AKT1 substrate 1	Akt1s1;Pras	36 kDa protein;30 kDa protein;Proline-rich AKT1 substrate 1;Protein	Q9D1F4	NP_080546	NM_026270	ENSMUST00000054343;ENSMUST00000107880;ENSMUST00000107882;ENSMUST00000107885	MGI:1914855	328	35.58	10801.36	32140.17	18632.17	27.74	28.89	28.31	41.83	34.7	38.1	10.09	10.88	10.48	2.52	2.4	2.46	16.16	46.35	27.36
IPI00137184.2;IPI00749813.1;IPI00457733.1	"Gamma-tubulin complex component 4;Putative uncharacterized protein;Tubulin, gamma complex associated protein 4;DNA segment, Chr 2, ERATO Doi 435, expressed, isoform CRA_e"	Tubgcp4;D2Ertd435e;Gcp4;RP23-437L13.1-002;mCG_11966;RP23-437L13.1-006	"Gamma-tubulin complex component 4;DNA segment, Chr 2, ERATO Doi 435, expressed, isoform CRA_e;Tubulin, gamma complex associated protein 4"	Q9D4F8;Q3TSV8;Q3U6E9;Q543T6;Q8BWR3;Q8BYN2;Q8BKL6	NP_700436	NM_153387	ENSMUST00000039541;ENSMUST00000110658;ENSMUST00000110657	MGI:1196293;MGI:1196293;MGI:1196293	667	76.12	10800.45	3891.47	6483.03	11.7	15.43	13.44	43.9	10.35	21.31	10.02	11.82	10.88	1.07	1.2	1.13	37.57	22.27	28.92
IPI00315589.5	Putative GTP-binding protein RAY-like;Rab-like protein 4	Rabl4;Rayl	Putative GTP-binding protein RAY-like	Q9D0P8	NP_080207	NM_025931	ENSMUST00000016781	MGI:1914292	186	20.81	10799.74	14864.32	12670.08	15.91	15.56	15.74	8.17	9.15	8.65	14.37	17.29	15.76	1.13	0.93	1.03	74.22	92.8	82.99
IPI00319816.3;IPI00377449.1;IPI00850720.1;IPI00223614.1	Serine/threonine-protein kinase VRK2;Vaccinia-related kinase 2	Vrk2	Isoform 1 of Serine/threonine-protein kinase VRK2;Isoform 2 of Serine/threonine-protein kinase VRK2;similar to Serine/threonine-protein kinase VRK2	Q8BN21-1;Q8BN21;Q8BN21-2;Q5SP86	NP_081536;XP_001473209	NM_027260	ENSMUST00000078362;ENSMUST00000109504;ENSMUST00000109505	MGI:1917172;MGI:1917172	503	58.12	10787.21	6940.91	8652.92	5.25	5.5	5.37	35.85	82.95	54.53	6.06	8.74	7.28	0.71	0.54	0.62	90.47	38	58.63
IPI00108783.1;IPI00223398.1;IPI00223399.3;IPI00223400.3;IPI00649393.1	Neurofibromin;Neurofibromatosis-related protein NF-1	Nf1	Isoform 2 of Neurofibromin;Isoform 1 of Neurofibromin;Isoform 3 of Neurofibromin;Isoform 4 of Neurofibromin	Q04690-1;Q04690;B1AQE7;Q04690-2;B1AQE8;Q3TYD2;Q8CCE8;Q04690-3;Q04690-4	NP_035027	NM_010897	ENSMUST00000071325;ENSMUST00000097941;ENSMUST00000108248;ENSMUST00000108251	MGI:97306;MGI:97306;MGI:97306;MGI:97306	2841	319.59	10771.21	1740.68	4330.03	8.43	8.97	8.7	75.1	79.67	77.35	8.43	8.22	8.32	0.88	0.92	0.9	43.63	5.9	16.04
IPI00229349.1;IPI00330864.1;IPI00130961.1;IPI00230466.1;IPI00649603.1	Arginyltransferase 1;Putative uncharacterized protein;Arginine tRNA protein transferase;Arginyl-tRNA--protein transferase 1;Arginine-tRNA--protein transferase 1	Ate1;Ate1-4	Putative uncharacterized protein;Ate1 protein;Isoform ATE1-1 of Arginyl-tRNA--protein transferase 1;Isoform ATE1-2 of Arginyl-tRNA--protein transferase 1;Arginine tRNA protein transferase	Q8CFP7;Q4FCQ6;Q80YP1;Q9Z2A5-1;Q9Z2A5;Q9Z2A5-2;Q3UUL7;Q4FCQ7;Q8BP95	NP_038827;NP_001129526;NP_001025066	NM_013799	ENSMUST00000033139;ENSMUST00000035458;ENSMUST00000094017	MGI:1333870;MGI:1333870;MGI:1333870;MGI:1333870;MGI:1333870	516	59.15	10722.19	9200.13	9932.05	5.74	6.66	6.18	61.58	NA	61.58	6.22	10.24	7.98	0.76	NA	0.76	67.41	NA	67.41
IPI00421162.4	Zinc finger CCCH domain-containing protein 11A	Zc3h11a;Kiaa0663	Zinc finger CCCH domain-containing protein 11A	Q6NZF1;Q3TIV2;Q3UL31;Q3UZ63	NP_653113	NM_144530	ENSMUST00000027736	MGI:1917829	792	86.49	10701.45	7946.67	9221.76	20.36	23.14	21.7	23.08	33.02	27.61	4.96	6.06	5.48	3.26	3.07	3.16	28.65	14.58	20.43
IPI00380252.4;IPI00649717.1;IPI00649356.1;IPI00894913.1	MIF4G domain-containing protein;Likely ortholog of H. sapiens AD023 protein	Mif4gd;RP23-392H19.14-006;RP23-392H19.14-005	Isoform 1 of MIF4G domain-containing protein;Likely ortholog of H. sapiens AD023 protein;Likely ortholog of H. sapiens AD023 protein;Isoform 2 of MIF4G domain-containing protein	Q3UBZ5-1;Q3UBZ5;Q8BTE1;A2A9W3;A2A9W1;Q3UBZ5-2	NP_081438	NM_027162	ENSMUST00000021087;ENSMUST00000106507;ENSMUST00000106506	MGI:1916924;MGI:1916924;MGI:1916924;MGI:1916924	222	25.49	10699.51	8139.63	9332.2	8.67	8.43	8.55	41.83	33.52	37.44	7.82	9.13	8.45	0.96	0.8	0.87	51.07	40.83	45.67
IPI00420257.4;IPI00224135.2	RAD50-interacting protein 1;RAD50 interactor 1	Rint1	Isoform 1 of RAD50-interacting protein 1;Isoform 2 of RAD50-interacting protein 1	Q8BZ36-1;Q8BZ36;Q8BZ36-2;B2RWX4	NP_796297	NM_177323	ENSMUST00000030852;ENSMUST00000115113	MGI:1916233;MGI:1916233	792	90.09	10688.36	NA	10688.36	4.78	5.51	5.13	13.31	NA	13.31	4.7	7.4	5.9	0.8	NA	0.8	170.32	NA	170.32
IPI00918916.1;IPI00229988.2;IPI00475248.3;IPI00229987.1;IPI00938504.1;IPI00943422.1;IPI00229989.1;IPI00229577.1;IPI00459431.4;IPI00648507.1	"Eukaryotic translation initiation factor 2C, 2;Protein argonaute-2;Argonaute2;Protein slicer;Piwi/argonaute family protein meIF2C2;Eukaryotic translation initiation factor 2C 2;Argonaute 2 protein"	Eif2c2;Ago2;Kiaa4215	argonaute 2;Protein argonaute-2;Argonaute 2 protein (Fragment)	A1A563;Q6P239;Q6PHA2;Q8R3Q7;Q8CJG0;Q8CGT9	NP_694818	NM_153178	ENSMUST00000044113	MGI:2446632;MGI:2446632;MGI:2446632	860	97.3	10681.13	9371.29	10004.8	19.2	20.18	19.68	76.4	67.07	71.58	7.44	6.27	6.83	2.2	2.6	2.39	18.89	14.84	16.74
IPI00775935.1;IPI00380811.1;IPI00775832.1;IPI00480222.1;IPI00355960.1	"Melanoma antigen, family B, 2;Smage-1 protein;Melanoma antigen, family B, 1;Smage-2 protein;Smage-3 protein"	Mageb2;RP23-257N12.1-001;Mageb1;RP23-229I19.6-001;Mageb3	"Melanoma antigen, family B, 2;Smage-1 protein;Smage-2 protein;Smage-3 protein"	A2AHM0;Q6XZC3;Q60761;Q4U221;Q60763;Q8JZK8;Q8K3I5;Q99PF1;Q9D2H4	NP_034889;NP_112448;NP_032571		ENSMUST00000101397;ENSMUST00000072269;ENSMUST00000099471;ENSMUST00000104936	MGI:105117;MGI:105118;MGI:105117;MGI:105109	380	41.33	10665.66	36362.19	19693.32	NA	NA	NA	42.19	54.44	47.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPI00465876.1	LEM domain-containing protein 2	Lemd2;Lem2	LEM domain-containing protein 2	Q6DVA0	NP_666187	NM_146075	ENSMUST00000055117	MGI:2385045	511	57.51	10641.31	1012.32	3282.14	14.27	17.57	15.83	96.09	NA	96.09	6.69	5.89	6.28	1.78	NA	1.78	23.94	NA	23.94
IPI00828649.1;IPI00226466.6;IPI00927973.1;IPI00648191.6;IPI00648837.2	DnaJ homolog subfamily C member 11	Dnajc11	"DnaJ (Hsp40) homolog, subfamily C, member 11;Isoform 1 of DnaJ homolog subfamily C member 11"	Q5U458-2;Q5U458;A2A8C9;Q5U458-1	NP_766292	NM_172704	ENSMUST00000062904;ENSMUST00000103200	MGI:2443386;MGI:2443386	559	63.23	10624.58	8438.47	9468.64	NA	NA	NA	73.67	NA	73.67	9.8	11.75	10.73	NA	NA	NA	NA	NA	NA
IPI00515297.1;IPI00230523.3;IPI00756765.3;IPI00170261.1;IPI00750129.1	"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3;Histone H3-K9 methyltransferase 3;H3-K9-HMTase 3;Euchromatic histone-lysine N-methyltransferase 2;HLA-B-associated transcript 8;Protein G9a;Euchromatic histone lysine N-methyltransferase 2"	Ehmt2;Bat8;G9a;Ng36;RP23-349B4.3-009;RP23-349B4.3-002	"Isoform 3 of Histone-lysine N-methyltransferase, H3 lysine-9 specific 3;Isoform 2 of Histone-lysine N-methyltransferase, H3 lysine-9 specific 3;Euchromatic histone lysine N-methyltransferase 2;Isoform 1 of Histone-lysine N-methyltransferase, H3 lysine-9 sp"	Q9Z148-3;Q9Z148;A2CG74;Q9Z148-2;A2CG73;Q8BP38;A2CG77;Q9Z148-1;A2CG76;Q3U4G9	NP_671493;NP_665829	NM_147151	ENSMUST00000013931;ENSMUST00000078061;ENSMUST00000114028;ENSMUST00000114033;ENSMUST00000097342	MGI:2148922;MGI:2148922;MGI:2148922;MGI:2148922;MGI:2148922	1206	131.77	10624.17	57.59	782.23	33.92	30.98	32.42	22.81	NA	22.81	11.56	16.56	13.83	2.79	NA	2.79	17.3	NA	17.3
IPI00654133.1;IPI00882016.1;IPI00761379.2;IPI00626688.3;IPI00881371.1;IPI00882367.1	Protein SOLO	Solo	Isoform 1 of Protein SOLO;Isoform 2 of Protein SOLO;Isoform 6 of Protein SOLO;Isoform 3 of Protein SOLO;Isoform 4 of Protein SOLO	Q3UPH7-1;Q3UPH7;Q3UPH7-2;Q3UPH7-6;Q3UPH7-3;Q3UPH7-4	NP_937892;NP_001139393;NP_001139394	NM_198249	ENSMUST00000089769;ENSMUST00000093813	MGI:2685515;MGI:2685515;MGI:2685515;MGI:2685515;MGI:2685515	1517	165.13	10615.96	5533.77	7664.61	9.97	16.12	12.68	27.95	32.05	29.93	10.25	8.23	9.18	0.89	1.66	1.22	52.87	14.83	28
IPI00122285.3	"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase;Mannoside acetylglucosaminyltransferase 2;N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II;Beta-1,2-N-acetylglucosaminyltransferase II;GlcNAc-T II"	Mgat2	"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	Q921V5;Q3TBY6;Q3TXN3;Q3U5X7	NP_666147	NM_146035	ENSMUST00000060579	MGI:2384966	442	51.03	10596.87	15676.19	12888.69	18.17	22.07	20.02	61.05	31.02	43.52	6.83	7.9	7.35	2.23	2.35	2.29	21.11	31.18	25.66
IPI00652660.1	Nucleolar MIF4G domain-containing protein 1;SGD1 homolog	Nom1;Gm1040	Nucleolar MIF4G domain-containing protein 1	Q3UFM5	NP_001028629	NM_001033457	ENSMUST00000001611	MGI:2685886	854	95.94	10568.15	5869.75	7876.07	14.21	14.25	14.23	17.91	19.69	18.78	6.08	9.35	7.54	1.92	1.32	1.59	46.96	23.36	33.12
IPI00136186.9;IPI00653301.1	Uncharacterized protein C1orf131 homolog	2810004N23Rik;Setd6	Uncharacterized protein C1orf131 homolog	Q8CIL4;Q9CSU7	NP_079891	NM_025615	ENSMUST00000034465	MGI:1913773	281	31.34	10563.26	12053.34	11283.73	NA	NA	NA	11.75	NA	11.75	6.47	11.37	8.58	NA	NA	NA	NA	NA	NA
IPI00114254.8	Putative uncharacterized protein	Ttc37;AK129128	tetratricopeptide repeat domain 37	Q3UYZ5;Q6ZQC8	NP_001074821	NM_001081352	ENSMUST00000091466	MGI:2679923	1563	173.94	10552.96	4459.23	6859.89	7.47	5.55	6.44	82.44	NA	82.44	8.25	10.98	9.52	0.79	NA	0.79	47.07	NA	47.07
